contributor_id,session_id,timestamp,image_filename,steering_angle,speed_kmh,brake,autonomous_mode,lane_side,line_detected,edge_detected,gps_x,gps_y,lidar_obstacle_detected,lidar_obstacle_distance,behavior_class,nav_command,obstacle_type
A01,20260627_160948,2026-06-27T22:09:48.915,A01_frame_000001.jpg,0.0000,0.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:49.427,A01_frame_000002.jpg,0.0000,0.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:49.937,A01_frame_000003.jpg,0.0000,5.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:50.448,A01_frame_000004.jpg,0.0000,5.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:50.971,A01_frame_000005.jpg,0.0000,5.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:51.477,A01_frame_000006.jpg,0.0000,5.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:51.986,A01_frame_000007.jpg,0.0000,5.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:52.498,A01_frame_000008.jpg,0.0000,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:53.009,A01_frame_000009.jpg,0.0000,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:53.511,A01_frame_000010.jpg,0.0000,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:54.014,A01_frame_000011.jpg,0.0000,25.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:54.537,A01_frame_000012.jpg,0.0000,40.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:55.039,A01_frame_000013.jpg,0.0000,55.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:55.559,A01_frame_000014.jpg,0.0000,75.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:56.078,A01_frame_000015.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:56.598,A01_frame_000016.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:57.115,A01_frame_000017.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:57.633,A01_frame_000018.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:58.149,A01_frame_000019.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:58.663,A01_frame_000020.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:59.182,A01_frame_000021.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:09:59.695,A01_frame_000022.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:00.208,A01_frame_000023.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:00.715,A01_frame_000024.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:01.233,A01_frame_000025.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:01.733,A01_frame_000026.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:02.251,A01_frame_000027.jpg,0.0000,80.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:02.764,A01_frame_000028.jpg,0.0000,75.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:03.264,A01_frame_000029.jpg,0.0000,65.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:03.770,A01_frame_000030.jpg,0.0000,50.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:04.279,A01_frame_000031.jpg,0.0000,35.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:04.788,A01_frame_000032.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:05.299,A01_frame_000033.jpg,0.0000,0.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:05.813,A01_frame_000034.jpg,0.0000,0.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:06.332,A01_frame_000035.jpg,0.0000,0.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:06.851,A01_frame_000036.jpg,0.0000,0.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:07.365,A01_frame_000037.jpg,0.0000,0.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:07.867,A01_frame_000038.jpg,0.0000,0.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:08.367,A01_frame_000039.jpg,-0.0500,0.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:08.878,A01_frame_000040.jpg,-0.0500,5.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:09.380,A01_frame_000041.jpg,-0.0500,5.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:09.895,A01_frame_000042.jpg,-0.0500,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:10.412,A01_frame_000043.jpg,-0.0500,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:10.913,A01_frame_000044.jpg,0.0000,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:11.416,A01_frame_000045.jpg,0.0000,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:11.928,A01_frame_000046.jpg,0.0000,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:12.445,A01_frame_000047.jpg,-0.0500,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:12.952,A01_frame_000048.jpg,-0.0500,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:13.470,A01_frame_000049.jpg,-0.0500,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:13.985,A01_frame_000050.jpg,-0.0500,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:14.494,A01_frame_000051.jpg,-0.0500,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:15.000,A01_frame_000052.jpg,-0.0500,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:15.501,A01_frame_000053.jpg,-0.0500,10.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:16.012,A01_frame_000054.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:16.518,A01_frame_000055.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:17.030,A01_frame_000056.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:17.563,A01_frame_000057.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:18.078,A01_frame_000058.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:18.585,A01_frame_000059.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:19.102,A01_frame_000060.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:19.612,A01_frame_000061.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:20.117,A01_frame_000062.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:20.621,A01_frame_000063.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:21.135,A01_frame_000064.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:21.652,A01_frame_000065.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:22.163,A01_frame_000066.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:22.666,A01_frame_000067.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:23.166,A01_frame_000068.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:23.683,A01_frame_000069.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:24.184,A01_frame_000070.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:24.701,A01_frame_000071.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:25.211,A01_frame_000072.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:25.713,A01_frame_000073.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:26.232,A01_frame_000074.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:26.733,A01_frame_000075.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:27.245,A01_frame_000076.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:27.761,A01_frame_000077.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:28.269,A01_frame_000078.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:28.770,A01_frame_000079.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:29.281,A01_frame_000080.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:29.782,A01_frame_000081.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:30.285,A01_frame_000082.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:30.802,A01_frame_000083.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:31.310,A01_frame_000084.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:31.818,A01_frame_000085.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:32.326,A01_frame_000086.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:32.844,A01_frame_000087.jpg,-0.1000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:33.351,A01_frame_000088.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:33.882,A01_frame_000089.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:34.392,A01_frame_000090.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:34.896,A01_frame_000091.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:35.411,A01_frame_000092.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:35.923,A01_frame_000093.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:36.432,A01_frame_000094.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:36.934,A01_frame_000095.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:37.443,A01_frame_000096.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:37.947,A01_frame_000097.jpg,0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:38.452,A01_frame_000098.jpg,0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:38.955,A01_frame_000099.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:39.467,A01_frame_000100.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:39.978,A01_frame_000101.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:40.479,A01_frame_000102.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:40.993,A01_frame_000103.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:41.496,A01_frame_000104.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:42.011,A01_frame_000105.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:42.514,A01_frame_000106.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:43.014,A01_frame_000107.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:43.514,A01_frame_000108.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:44.019,A01_frame_000109.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:44.532,A01_frame_000110.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_160948,2026-06-27T22:10:45.032,A01_frame_000111.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
